word,meaning,pronunciation,syllables,partOfSpeech,example
amateur,"아마추어, 비전문가",/ˈæ.mə.tə/,am-at-eur,noun,"'amateur'는 어떤 일을 직업이 아닌 즐거움을 위해 하는 '비전문가'나 '애호가'를 의미합니다. 'professional'(프로, 전문가)의 반대말로 자주 쓰입니다."
ambassador,"대사",/æmˈbæs.ə.də(ɹ)/,amb-ass-ad-or,noun,"'ambassador'는 한 국가를 대표하여 다른 나라에 파견되는 최고위 외교관인 '대사'를 의미합니다. 비유적으로 특정 단체나 브랜드를 대표하는 사람을 뜻하기도 합니다."
ambitious,"야심 있는",/æmˈbɪʃ.əs/,amb-it-ious,adjective,"'ambitious'는 성공, 권력, 부 등에 대한 강한 열망을 가진 상태, 즉 '야심 있는' 또는 '야망이 있는'을 의미하는 형용사입니다. 때로는 계획 등이 너무 원대하여 '야심적'이라고 표현할 때도 사용됩니다."
amenity,"편의 시설",/əˈmiːnəti/,am-en-it-y,noun,"'amenity'는 삶을 더 즐겁고 편리하게 만들어 주는 '편의 시설'을 의미하며, 주로 호텔, 건물, 특정 장소 등이 제공하는 시설을 설명할 때 복수형 'amenities'로 자주 사용됩니다."
ample,"풍부한, 충분한",/ˈæm.pəl/,ampl-e,adjective,"'ample'은 필요 이상으로 양이 '풍부한' 또는 공간이 '넓은' 것을 의미하는 형용사입니다. '충분한'이라는 의미에서 'enough'보다 더 넉넉한 느낌을 줍니다."
amuse,"즐겁게 하다",/əˈmjuːz/,am-us-e,verb,"'amuse'는 누군가를 웃게 하거나 즐거운 시간을 보내게 만드는 것, 즉 '즐겁게 하다'라는 의미의 동사입니다. 종종 수동태 'be amused by ~' 형태로 '~에 즐거워하다'라고 쓰입니다."
anew,"다시, 새로",/əˈnjuː/,an-ew,adverb,"'anew'는 어떤 것을 '다시', 특히 처음부터 또는 다른 방식으로 '새롭게' 시작함을 나타내는 부사입니다. 'again'보다 좀 더 문어적인 표현입니다."
anniversary,"기념일",/ˌænɪˈvɜːs(ə)ɹi/,ann-iv-ers-ar-y,noun,"'anniversary'는 과거의 중요한 사건이 있었던 날을 매년 기념하는 '기념일'을 의미합니다. 주로 결혼기념일, 창립기념일 등에 사용됩니다."
announcer,"아나운서",/əˈnaʊnsə/,ann-ounc-er,noun,"'announcer'는 라디오, TV, 또는 행사장에서 정보를 전달하는 사람, 즉 '아나운서'나 '안내 방송원'을 의미합니다."
annoy,"짜증나게 하다",/əˈnɔɪ/,ann-oy,verb,"'annoy'는 누군가를 반복적으로 귀찮게 하거나 성가시게 하여 '짜증나게 하다'라는 의미의 동사입니다. 'bother'보다 더 강한 불쾌감을 나타냅니다."
annually,"매년",/ˈæn.jʊə.li/,ann-uall-y,adverb,"'annually'는 일 년에 한 번씩, '매년' 일어나는 일을 설명하는 부사입니다. 'yearly'와 같은 의미로 사용됩니다."
antique,"골동품",/ænˈtiːk/,ant-iq-ue,noun,"'antique'는 오래되었지만 가치가 있는 물건, 즉 '골동품'을 의미하는 명사입니다. 형용사로는 '고풍스러운'이라는 뜻을 가집니다."
anyhow,"어쨌든",/ˈæn.i.haʊ/,an-yh-ow,adverb,"'anyhow'는 '어쨌든' 또는 '아무튼'이라는 의미로, 앞서 말한 내용과 상관없이 화제를 바꾸거나 결론을 내릴 때 사용됩니다. 'anyway'와 거의 같은 의미로 쓰입니다."
anytime,"언제든지",,an-yt-im-e,adverb,"'anytime'은 정해진 시간 없이 '언제든지' 가능하다는 것을 나타내는 부사입니다. 'at any time'을 한 단어로 줄인 표현입니다."
apology,"사과",/əˈpɒl.ə.dʒi/,ap-ol-og-y,noun,"'apology'는 자신의 잘못에 대해 유감을 표현하는 것, 즉 '사과'를 의미하는 명사입니다. 'make an apology'는 '사과하다'라는 뜻의 숙어입니다."
appendix,"부록; 맹장",/əˈpɛn.dɪks/,app-end-ix,noun,"'appendix'는 책의 끝에 추가 정보를 덧붙인 '부록'이라는 의미와, 우리 몸의 소화기관인 '맹장'이라는 두 가지 주요 의미를 가집니다."
appetizer,"전채 요리",,app-et-iz-er,noun,"'appetizer'는 식욕을 돋우기 위해 주 요리 전에 나오는 가벼운 음식, 즉 '전채 요리'를 의미합니다."
apple,"사과",/ˈæp.əl/,appl-e,noun,"'apple'은 세계적으로 가장 흔하고 인기 있는 과일 중 하나인 '사과'를 의미합니다. 컴퓨터 및 기술 회사 이름으로도 매우 잘 알려져 있습니다."
appliance,"가전제품, 기구",/əˈplaɪəns/,appl-ianc-e,noun,"'appliance'는 가정에서 특정 용도로 사용되는 전기 기구, 즉 '가전제품'(예: 냉장고, 세탁기)을 의미합니다."
applicable,"해당되는, 적용 가능한",/əˈplɪkəbəl/,appl-ic-abl-e,adjective,"'applicable'은 특정 규칙, 법률, 상황 등에 '적용 가능한' 또는 '해당되는'이라는 의미의 형용사입니다. 주로 'be applicable to ~'의 형태로 쓰입니다."
applicant,"지원자",/ˈæp.lə.kɪnt/,appl-ic-ant,noun,"'applicant'은 일자리, 학교, 허가 등을 얻기 위해 공식적으로 신청하는 사람, 즉 '지원자' 또는 '신청자'를 의미합니다."
appraisal,"평가, 감정",/əˈpɹeɪzəl/,appr-ais-al,noun,"'appraisal'은 사람의 업무 능력이나 물건의 가치 등을 전문적으로 판단하는 '평가' 또는 '감정'을 의미하는 명사입니다."
appreciation,"감사; 감상; 가치 상승",/əˌpɹiː.ʃiˈeɪ.ʃən/,appr-ec-iat-ion,noun,"'appreciation'은 고마움을 느끼는 '감사', 예술 작품 등을 즐기고 이해하는 '감상', 그리고 자산 가치가 오르는 '가치 상승' 등 다양한 의미를 가진 명사입니다."
apprehensive,"걱정하는, 불안한",,appr-eh-ens-iv-e,adjective,"'apprehensive'는 미래에 좋지 않은 일이 일어날까 봐 '걱정하는' 또는 '불안해하는' 마음 상태를 나타내는 형용사입니다."
apprentice,"견습생",/əˈpɹɛntɪs/,appr-ent-ic-e,noun,"'apprentice'는 특정 기술을 배우기 위해 숙련된 기술자 밑에서 일하며 배우는 사람, 즉 '견습생' 또는 '도제'를 의미합니다."
approximate,"대략적인",,appr-ox-im-at-e,adjective,"'approximate'는 실제 수치나 양과 아주 가깝지만 완전히 정확하지는 않은, '대략적인' 또는 '근사치의'라는 의미를 가진 형용사입니다. 동사로는 '근접하다'는 뜻입니다."
arc,"호, 아크",/ɑːk/,arc,noun,"'arc'는 원의 일부처럼 둥글게 굽은 선이나 모양, 즉 '호(arc)'를 의미합니다. 전기가 방전될 때 생기는 불꽃인 '아크'를 뜻하기도 합니다."
architect,"건축가",/ˈɑːkɪtɛkt/,arch-it-ect,noun,"'architect'는 건물을 설계하고 건축 과정을 감독하는 전문 직업인 '건축가'를 의미합니다."
architectural,"건축의",/ˌɑɹkɪˈtɛktjəɹəl/,arch-it-ect-ur-al,adjective,"'architectural'은 건물 설계 및 건설과 관련된, 즉 '건축의' 또는 '건축학적인'이라는 의미를 가진 형용사입니다."
archive,"기록 보관소",/ˈɑɹkaɪv/,arch-iv-e,noun,"'archive'는 역사적으로 중요한 문서나 기록물을 보관하는 장소인 '기록 보관소'를 의미하며, 그 기록물 자체를 뜻하기도 합니다. 동사로는 '보관하다'는 의미입니다."
artistic,"예술적인",/ɑːˈtɪstɪk/,art-ist-ic,adjective,"'artistic'은 예술이나 예술가와 관련되거나, 창의적인 재능이나 미적 감각이 뛰어난 것을 묘사할 때 사용하는 형용사로, '예술적인'이라는 의미입니다."
asleep,"잠이 든",/əˈsliːp/,asl-eep,adjective,"'asleep'은 '잠이 든' 상태를 나타내는 형용사입니다. 'be asleep' 또는 'fall asleep'(잠이 들다)과 같은 형태로 사용되며, 명사 앞에는 쓸 수 없습니다."
aspect,"측면, 양상",/ˈæspɛkt/,asp-ect,noun,"'aspect'는 어떤 문제나 상황의 여러 가지 모습 중 하나의 '측면' 또는 '양상'을 의미하는 명사입니다."
assemble,"조립하다; 모이다",/əˈsɛmbl̩/,ass-embl-e,verb,"'assemble'은 여러 부품을 합쳐 기계나 가구 등을 '조립하다'라는 의미와, 사람들이 특정 목적을 위해 '모이다', '집합하다'라는 두 가지 주요 의미를 가집니다."
assembly,"조립; 집회",/əˈsɛmb.lɪ/,ass-embl-y,noun,"'assembly'는 부품을 조립하는 행위인 '조립' 또는 특정 목적을 위해 모인 사람들의 '집회'나 '의회'를 의미하는 명사입니다."
assignment,"과제, 임무",,ass-ignm-ent,noun,"'assignment'는 학생에게 주어지는 '과제'나 직장에서 맡게 되는 '임무'를 의미하는 명사입니다."
assurance,"확신, 보증",/əˈʃɔːɹəns/,ass-ur-anc-e,noun,"'assurance'는 어떤 것이 사실임을 강조하여 상대방을 안심시키는 '확언' 또는 스스로에 대한 강한 '확신'을 의미합니다. 생명 '보험'을 뜻하기도 합니다."
athletic,"운동의, 운동을 잘하는",/æθˈlɛt.ɪk/,athl-et-ic,adjective,"'athletic'은 운동이나 운동선수와 관련된 것을 의미하는 '운동의'라는 뜻과, 몸이 건강하고 운동을 잘하는 사람을 묘사하는 '운동 신경이 좋은'이라는 뜻을 가진 형용사입니다."
attain,"달성하다, 이루다",/əˈteɪn/,att-ain,verb,"'attain'은 많은 노력 끝에 목표나 높은 수준에 도달하는 것, 즉 '달성하다', '이루다'라는 의미의 동사입니다. 'achieve'보다 더 격식 있는 표현입니다."
attendant,"안내원, 종업원",/əˈtɛndənt/,att-end-ant,noun,"'attendant'는 공공장소에서 사람들을 돕거나 서비스를 제공하는 '안내원' 또는 '종업원'을 의미합니다. (예: flight attendant - 비행 승무원)"
attendee,"참석자",,att-end-ee,noun,"'attendee'는 회의, 행사, 수업 등에 참여하는 사람, 즉 '참석자'를 의미합니다."
attire,"의복, 복장",/əˈtaɪə(ɹ)/,att-ir-e,noun,"'attire'는 특정한 경우나 격식에 맞는 '의복'이나 '복장'을 의미하는 단어로, 'clothes'보다 격식 있는 표현입니다."
attorney,"변호사",/əˈtɜː(ɹ)ni/,att-orn-ey,noun,"'attorney'는 법률 문제에 대해 조언하거나 법정에서 다른 사람을 대변하는 '변호사'를 의미하며, 주로 미국에서 'lawyer'와 같은 의미로 널리 사용됩니다."
auction,"경매",/ˈɒkʃən/,auct-ion,noun,"'auction'은 물건을 사려는 여러 사람들에게 공개적으로 가격을 제시하게 하여 가장 높은 가격을 부른 사람에게 파는 판매 방식, 즉 '경매'를 의미합니다."
audit,"회계 감사",/ɔː.dɪt/,aud-it,noun,"'audit'는 회사의 재무 기록이 정확한지를 공식적으로 검사하는 '회계 감사'를 의미합니다. 동사로 '감사하다'라는 뜻으로도 쓰입니다."
audition,"오디션",,aud-it-ion,noun,"'audition'은 배우, 가수, 무용수 등이 배역을 따내기 위해 심사위원 앞에서 짧은 실연을 해 보이는 '오디션'을 의미합니다."
auditor,"회계 감사관",/ˈɔːdɪtə(ɹ)/,aud-it-or,noun,"'auditor'는 회계 감사를 전문적으로 수행하는 사람, 즉 '회계 감사관'을 의미합니다."
auditorium,"강당, 객석",/ɔː.dɪˈtɔː.ɹɪ.əm/,aud-it-or-ium,noun,"'auditorium'은 공연, 연설, 강의 등을 위해 많은 사람이 모일 수 있는 넓은 공간인 '강당' 또는 극장이나 콘서트홀의 '객석' 부분을 의미합니다."
authentic,"진짜의, 진품의",/ɒ.ˈθɛn.tɪk/,auth-ent-ic,adjective,"'authentic'은 복제품이나 모조품이 아닌 '진짜의', '진품의'임을 나타내는 형용사입니다. 정보나 이야기가 '신뢰할 만한'이라는 의미로도 사용됩니다."
authority,"권위, 권한",/ɔːˈθɒɹəti/,auth-or-it-y,noun,"'authority'는 다른 사람에게 명령하거나 규칙을 집행할 수 있는 공식적인 힘, 즉 '권한'을 의미하며, 특정 분야의 전문가나 '권위자'를 뜻하기도 합니다."
authorization,"허가, 승인",,auth-or-iz-at-ion,noun,"'authorization'은 어떤 것을 할 수 있도록 공식적으로 허락하는 것, 즉 '허가'나 '승인'을 의미하는 명사입니다."
authorize,"허가하다, 권한을 부여하다",/ˈɑθəɹaɪz/,auth-or-iz-e,verb,"'authorize'는 어떤 행위를 하도록 공식적으로 '허가하다' 또는 누군가에게 특정 권한을 '부여하다'라는 의미의 동사입니다."
auto,"자동차",/ˈɑtoʊ/,aut-o,noun,"'auto'는 'automobile'의 줄임말로, 일상 대화에서 '자동차'를 의미하는 비격식적인 단어입니다."
automate,"자동화하다",/ˈɔtoʊˌmeɪt/,aut-om-at-e,verb,"'automate'는 이전에는 사람이 하던 작업이나 공정을 기계가 대신하도록 만드는 것, 즉 '자동화하다'라는 의미의 동사입니다."
automatic,"자동의",/ˌɔːtəˈmætɪk/,aut-om-at-ic,adjective,"'automatic'은 사람의 직접적인 조작 없이 기계 장치가 스스로 작동하는 것을 설명하는 형용사로, '자동의'라는 의미입니다."
automobile,"자동차",/ˈɔː.tə.məˌbiːl/,aut-om-ob-il-e,noun,"'automobile'은 스스로의 동력으로 움직이는 차량, 즉 '자동차'를 의미하는 공식적이고 격식 있는 단어입니다. 'car'가 일상적으로 더 많이 쓰입니다."
automotive,"자동차의",,aut-om-ot-iv-e,adjective,"'automotive'는 자동차 산업이나 자동차 부품과 관련된 것을 의미하는 형용사로, '자동차의'라고 해석됩니다."
availability,"이용 가능성",/[əˌveɪləˈbɪlɪtɪ]/,av-ail-ab-il-it-y,noun,"'availability'는 어떤 사람이나 사물을 '이용할 수 있는지'의 여부나 그 정도, 즉 '이용 가능성'을 의미하는 명사입니다."
await,"기다리다",/əˈwɛɪt/,aw-ait,verb,"'await'는 어떤 일이 일어나기를 '기다리다'라는 의미의 동사입니다. 'wait for'와 의미는 같지만, 더 격식 있고 문어적인 표현입니다."
